556,403,111,139
556.0,403.0,111.0,139.0
555.0,404.0,111.0,139.0
552.0,405.0,111.0,139.0
551.0,404.0,111.0,139.0
550.0,405.0,111.0,139.0
551.0,404.0,111.0,139.0
550.0,405.0,111.0,139.0
553.0,404.0,111.0,139.0
554.0,405.0,111.0,139.0
557.0,404.0,111.0,139.0
558.0,405.0,111.0,139.0
561.0,402.0,111.0,139.0
564.0,403.0,111.0,139.0
567.0,400.0,111.0,139.0
570.0,399.0,111.0,139.0
573.0,396.0,111.0,139.0
574.0,393.0,111.0,139.0
577.0,390.0,111.0,139.0
578.0,389.0,111.0,139.0
579.0,388.0,111.0,139.0
580.0,387.0,111.0,139.0
583.0,384.0,111.0,139.0
582.0,383.0,111.0,139.0
583.0,380.0,111.0,139.0
584.0,379.0,111.0,139.0
585.0,378.0,111.0,139.0
584.0,377.0,111.0,139.0
585.0,378.0,111.0,139.0
582.0,379.0,111.0,139.0
581.0,380.0,111.0,139.0
580.0,381.0,111.0,139.0
579.0,382.0,111.0,139.0
578.0,383.0,111.0,139.0
577.0,384.0,111.0,139.0
576.0,385.0,111.0,139.0
577.0,384.0,111.0,139.0
574.0,383.0,111.0,139.0
573.0,382.0,111.0,139.0
572.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
570.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
570.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
573.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
573.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
573.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
573.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
573.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
570.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
570.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
570.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
569.0,380.0,111.0,139.0
568.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
570.0,381.0,111.0,139.0
571.0,380.0,111.0,139.0
572.0,381.0,111.0,139.0
573.0,382.0,111.0,139.0
574.0,383.0,111.0,139.0
575.0,384.0,111.0,139.0
574.0,387.0,111.0,139.0
575.0,386.0,111.0,139.0
574.0,387.0,111.0,139.0
573.0,386.0,111.0,139.0
572.0,387.0,111.0,139.0
573.0,386.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
574.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
572.0,385.0,111.0,139.0
573.0,384.0,111.0,139.0
574.0,385.0,111.0,139.0
575.0,384.0,111.0,139.0
574.0,385.0,111.0,139.0
575.0,384.0,111.0,139.0
574.0,385.0,111.0,139.0
575.0,386.0,111.0,139.0
574.0,387.0,111.0,139.0
575.0,386.0,111.0,139.0
574.0,387.0,111.0,139.0
575.0,388.0,111.0,139.0
574.0,389.0,111.0,139.0
575.0,388.0,111.0,139.0
574.0,389.0,111.0,139.0
575.0,388.0,111.0,139.0
574.0,389.0,111.0,139.0
575.0,388.0,111.0,139.0
574.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,390.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,390.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
572.0,389.0,111.0,139.0
573.0,388.0,111.0,139.0
570.0,387.0,111.0,139.0
571.0,386.0,111.0,139.0
